node_1|node_2|edge|chunk_id|count
cardiovascular disease|discussed in this Review (figure 3)|are mentioned in the same sentence|11c86d8a8f3747d3b5ca6ace9495e719|4
large HIV-population cohorts|in sub-Saharan Africa and low-income and middle-income countries|are mentioned in the same sentence|11c86d8a8f3747d3b5ca6ace9495e719|4
sub-Saharan Africa|HIV-population cohorts are from there|are related by the geographical context|11c86d8a8f3747d3b5ca6ace9495e719|4
tailored risk scores for stroke prevention|using HIV-population cohorts|are mentioned in the same sentence and are related by their purpose|11c86d8a8f3747d3b5ca6ace9495e719|4
priority should be given to|developing stroke diagnostic and treatment pathways|are mentioned in the same sentence and are related by the context of importance|11c86d8a8f3747d3b5ca6ace9495e719|4
stroke diagnostic and treatment pathways|centred around stroke units where|are mentioned in the same sentence and are related by their composition|11c86d8a8f3747d3b5ca6ace9495e719|4
brain imaging|available|is available|82b4f02c499545f7a6a7b66ae42dc6aa|4
complex management and rehabilitation|provided|can be provided|82b4f02c499545f7a6a7b66ae42dc6aa|4
Government-operated stroke units|commonplace in sub-Saharan Africa|are not commonplace|82b4f02c499545f7a6a7b66ae42dc6aa|4
stroke units|clustered in South Africa, Nigeria, and Ghana|are currently clustered|82b4f02c499545f7a6a7b66ae42dc6aa|4
early admission to a stroke unit|saves lives and reduces disability|save lives and reduce disability|82b4f02c499545f7a6a7b66ae42dc6aa|4
financial constraints|more frequent factors encountered in sub-Saharan Africa|are more frequent factors encountered|82b4f02c499545f7a6a7b66ae42dc6aa|4
sociocultural factors|more frequent factors encountered in sub-Saharan Africa|are more frequent factors encountered|82b4f02c499545f7a6a7b66ae42dc6aa|4
denial of a stroke|more frequent factors encountered in sub-Saharan Africa|is a factor encountered|82b4f02c499545f7a6a7b66ae42dc6aa|4
Research to understand the disparity in heart failure outcomes for people with HIV|Screening of individuals at greatest risk for heart failure62|needs to occur|cdf8131485c944848b43e9dd40bc3aa9|4
Care delivery for heart failure|Task redistribution|could mimic from the HIV-care framework|cdf8131485c944848b43e9dd40bc3aa9|4
In Rwanda|Nurses have been successfully deployed|for decentralised|cdf8131485c944848b43e9dd40bc3aa9|4
heart failure diagnosis|care delivery since 2006|relation|3ad6a574239d4e72bc29e956622cccc9|4
echocardiography skills|diagnose common presentations of heart failure|application|3ad6a574239d4e72bc29e956622cccc9|4
tailored algorithms|manage heart failure|use|3ad6a574239d4e72bc29e956622cccc9|4
nurse-led programme|36% 5-year mortality rate|result|3ad6a574239d4e72bc29e956622cccc9|4
public education|signs and symptoms of peripheral artery disease|about|3ad6a574239d4e72bc29e956622cccc9|4
people with HIV|low-income and middle-income countries|targeted to|3ad6a574239d4e72bc29e956622cccc9|4
late disease presentation|incidence of avoidable amputations|occurrence|9cb1e82e75664e08a9e9395f09eb89fc|4
increased awareness|sudden death|needed for|9cb1e82e75664e08a9e9395f09eb89fc|4
development of tools|risk stratification|for|9cb1e82e75664e08a9e9395f09eb89fc|4
preventive strategy|symptom identification|as a|9cb1e82e75664e08a9e9395f09eb89fc|4
High-income countries|research on thrombotic risk reduction strategies for HIV|Optimal thrombotic risk reduction strategies are needed in regions where the comorbid burden of cardiovascular disease and HIV is greatest.|2e2404ebb9354bc688843a0168f92d1f|4
regions|comorbid burden of cardiovascular disease and HIV|The comorbid burden of cardiovascular disease and HIV is greatest in these regions.|2e2404ebb9354bc688843a0168f92d1f|4
HIV care|lifestyle modification|Lifestyle modification should be emphasized in HIV care.|2e2404ebb9354bc688843a0168f92d1f|4
smoking cessation and reduction|atherosclerotic cardiovascular disease risk|Smoking cessation and reduction helps reduce atherosclerotic cardiovascular disease risk.|2e2404ebb9354bc688843a0168f92d1f|4
healthy diet|excess weight gain|Maintaining a healthy diet is essential to avoid excess weight gain.|2e2404ebb9354bc688843a0168f92d1f|4
HIV primary care|lifestyle optimisation strategies|implementing these lifestyle optimisation strategies in HIV primary care|89edc68f66424a5aa87e5ce86d59b750|4
HIV-related cardiovascular|diabetes|appropriate management of cardiovascular disease risk factors, particularly diabetes|89edc68f66424a5aa87e5ce86d59b750|4
HIV-related cardiovascular|hypertension|appropriate management of cardiovascular disease risk factors, particularly hypertension|89edc68f66424a5aa87e5ce86d59b750|4
HIV-related cardiovascular|dyslipidaemia|appropriate management of cardiovascular disease risk factors, particularly dyslipidaemia|89edc68f66424a5aa87e5ce86d59b750|4
disease risk factors|atherosclerotic cardiovascular disease|cause-effect|fd8debf21eab4190aebdb1049595ddf8|4
anti-inflammatory strategies|atherosclerotic cardiovascular disease|counteracting effect|fd8debf21eab4190aebdb1049595ddf8|4
attention should be paid to|sex-based differences in response to HIV|reason for investigation|fd8debf21eab4190aebdb1049595ddf8|4
strategies to lower inflammation|HIV specific therapies|potential application|fd8debf21eab4190aebdb1049595ddf8|4
intestinal barrier dysfunction|cytomegalovirus|co-infection|d731d095c2a24990bc29fb2fd0ef1e48|4
cytomegalovirus|HIV cure|related to|d731d095c2a24990bc29fb2fd0ef1e48|4
ART initiation|cardiovascular disease|early initiation of ART and cardiovascular disease risk associated with newer ART regimens|d731d095c2a24990bc29fb2fd0ef1e48|4
WHO International Classification of Diseases|stroke|recognising stroke as a separate outcome|d731d095c2a24990bc29fb2fd0ef1e48|4
scores|clinical trials|are derived from clinical trials|608147fbfe5c4a679c7df930d57220fe|4
population effect metrics|clinical trials|are derived from clinical trials|608147fbfe5c4a679c7df930d57220fe|4
people with HIV|HIV|affected by HIV|608147fbfe5c4a679c7df930d57220fe|4
intracranial HIV-associated vasculopathy|HIV|is associated with HIV|608147fbfe5c4a679c7df930d57220fe|4
mechanistic studies|drug discoveries|are focused on guiding drug discoveries|608147fbfe5c4a679c7df930d57220fe|4
epidemiological data|heart failure in HIV|shows an increased occurrence of heart failure in HIV|608147fbfe5c4a679c7df930d57220fe|4
deep clinical phenotyping|heart failure presentations and triggers|aims to supplement the existing data with deeper understanding|608147fbfe5c4a679c7df930d57220fe|4
identification of targets|prevention and|will enable identification of targets for prevention and treatment|608147fbfe5c4a679c7df930d57220fe|4
interventions|heart failure|aimed at controlling the onset and progression of|65ac5d7ae65d4ff6ae9de9592d245d95|4
effective therapies|heart failure with preserved ejection fraction|for are still absent in the general population.|65ac5d7ae65d4ff6ae9de9592d245d95|4
investigating|immunopathogenesis|might inform broader understanding|65ac5d7ae65d4ff6ae9de9592d245d95|4
HIV-associated heart failure|immunological and inflammatory contributors|targeting of|65ac5d7ae65d4ff6ae9de9592d245d95|4
prevalence|peripheral artery disease|estimation in context|24130a4b70bc425e8c7c0d94cfbb499c|4
incidence|peripheral artery disease|estimation in context|24130a4b70bc425e8c7c0d94cfbb499c|4
severity|peripheral artery disease|estimation in context|24130a4b70bc425e8c7c0d94cfbb499c|4
HIV|people with HIV|context mentioning relationship|24130a4b70bc425e8c7c0d94cfbb499c|4
mechanistic studies|peripheral artery disease|evaluation for context|24130a4b70bc425e8c7c0d94cfbb499c|4
mediators|increased peripheral artery disease|context mentioning relationship|24130a4b70bc425e8c7c0d94cfbb499c|4
sudden cardiac death|people with HIV|evaluation context|24130a4b70bc425e8c7c0d94cfbb499c|4
HIV viral suppression|treatment modalities|context mentioning relationship|24130a4b70bc425e8c7c0d94cfbb499c|4
immune restoration|treatment modalities|context mentioning relationship|24130a4b70bc425e8c7c0d94cfbb499c|4
management|traditional risk factors|context mentioning relationship|24130a4b70bc425e8c7c0d94cfbb499c|4
atherosclerosis|peripheral artery disease|Smoking is a strong modifiable risk factor for peripheral artery disease.|c94828dc64c6447d917bd155c9a2a78c|4
efforts to reduce smoking|peripheral artery disease incidence and progression|Efforts to reduce smoking in people living with HIV are almost certain to reduce peripheral artery disease incidence and progression.|c94828dc64c6447d917bd155c9a2a78c|4
increased awareness|peripheral artery disease and sudden cardiac death|Additionally, increased awareness about peripheral artery disease and sudden cardiac death is needed.|c94828dc64c6447d917bd155c9a2a78c|4
routine ankle-brachial index screening|increase awareness|One approach to increase awareness that is worth investigating is routine ankle-brachial index screening.|c94828dc64c6447d917bd155c9a2a78c|4
Lancet HIV|Author manuscript|is available in PMC|241eef65ec5046598fc72d0f133088d3|4
HIV disease burden|populations included in published HIV-related cardiovascular disease research|relationship between the two concepts, exists in one sentence|30600b702aac44c19f38b69d1d5ed9c6|4
HIV infection|myocardial infarction, stroke, and heart failure|strong evidence linking HIV infection to these conditions in one sentence|30600b702aac44c19f38b69d1d5ed9c6|4
HIV infection|peripheral artery disease and sudden cardiac death|scarce data that also link HIV infection to these conditions in one sentence|30600b702aac44c19f38b69d1d5ed9c6|4
HIV|cardiovascular disease risk factors|the distribution of cardiovascular disease risk factors varies by geographical location|64dfd079b76949fc8c3ed07105885d35|4
geographical location|low-income and middle-income countries|varies in low-income and middle-income countries compared with high-income countries|64dfd079b76949fc8c3ed07105885d35|4
geographical location|HIV|HIV has different profiles of cardiovascular disease risk in different geographical locations|64dfd079b76949fc8c3ed07105885d35|4
low-income and middle-income countries|high-income countries|different profiles of cardiovascular disease risk in low-income and  middle-income countries compared with high-income countries|64dfd079b76949fc8c3ed07105885d35|4
cardiovascular disease risk factors|public and individual health approaches|calls for thoughtful balancing of public and individual health approaches to reduce cardiovascular disease risk globally among people with HIV|64dfd079b76949fc8c3ed07105885d35|4
evidence-informed strategies|expert health-care and patient|To reduce cardiovascular disease risk globally among people with HIV calls for evidence-informed strategies, expert health-care and patient|64dfd079b76949fc8c3ed07105885d35|4
opinions|HIV burden|areas with the highest HIV burden|ba70bb2f1169459db629ad41e6c477c6|4
supplementary material|Web version on PubMed Central|Refer to|ba70bb2f1169459db629ad41e6c477c6|4
References|Systematic review and meta-analysis|in HIV Med 2012; 13: 453–68|ba70bb2f1169459db629ad41e6c477c6|4
Global burden of atherosclerotic cardiovascular disease|HIV|Global burden of atherosclerotic cardiovascular disease in areas with the highest HIV burden|ba70bb2f1169459db629ad41e6c477c6|4
people living with HIV|Circulation|publication|cb4e5e86c2b640f3b5467cead5b01dfa|4
people living with HIV|PubMed: 29967196|references|cb4e5e86c2b640f3b5467cead5b01dfa|4
Circulation|138: 1100–12|volume and page|cb4e5e86c2b640f3b5467cead5b01dfa|4
people living with HIV|Smit M, Brinkman K, Geerlings S, et al.|authors of the next publication|cb4e5e86c2b640f3b5467cead5b01dfa|4
people living with HIV|Lancet Infect Dis 2015|related publication|cb4e5e86c2b640f3b5467cead5b01dfa|4
future challenges|clinical care of an ageing population infected with HIV|concept|cb4e5e86c2b640f3b5467cead5b01dfa|4
clinical care of an ageing population infected with HIV|a modelling study|description|cb4e5e86c2b640f3b5467cead5b01dfa|4
Smit M, Brinkman K, Geerlings S, et al.|Lancet Infect Dis 2015|authors and publication|cb4e5e86c2b640f3b5467cead5b01dfa|4
HIV infection|ischemic stroke|association|cb4e5e86c2b640f3b5467cead5b01dfa|4
HIV infection|incidence of ischemic stroke|cause|cb4e5e86c2b640f3b5467cead5b01dfa|4
HIV|antiretroviral treatment|associated with|9395b399d6824046abfd4e11abbf3073|4
hypertension|stroke|related to|9395b399d6824046abfd4e11abbf3073|4
Malawian adults|case-control study|subject of|9395b399d6824046abfd4e11abbf3073|4
Benjamin LA, Corbett EL, Connor MD, et al.|HIV , antiretroviral treatment, hypertension, and stroke|author of|9395b399d6824046abfd4e11abbf3073|4
Neurology 2016; 86: 324–33.|source publication|published in|9395b399d6824046abfd4e11abbf3073|4
Alonso A, Barnes AE, Guest JL, Shah A, Shao IY , Marconi V .|HIV infection and incidence of cardiovascular diseases|author of|9395b399d6824046abfd4e11abbf3073|4
J Am Heart Assoc 2019; 8: e012241.|source publication|published in|9395b399d6824046abfd4e11abbf3073|4
HIV-infected patients|myocardial infarction|Increased risk of myocardial infarction in HIV-infected patients relative to the general population|7f79f551812d4e04b739e4199edfec89|4
HIV infection|heart failure with reduced ejection fraction and preserved ejection fraction|Association between HIV infection and the risk of heart failure|7f79f551812d4e04b739e4199edfec89|4
therapy era|Veterans Aging Cohort Study|is conducted by|afd2d1db5f664f1eb36d0d97baba4f18|4
JAMA Cardiol 2017|therapy era|citation in|afd2d1db5f664f1eb36d0d97baba4f18|4
PubMed: 28384660|JAMA Cardiol 2017|refers to|afd2d1db5f664f1eb36d0d97baba4f18|4
Feinstein MJ, Steverson AB, Ning H, et al.|Adjudicated heart failure in HIV-infected and uninfected men and women|authored by|afd2d1db5f664f1eb36d0d97baba4f18|4
J Am Heart Assoc 2018|Feinstein MJ, Steverson AB, Ning H, et al.|citation in|afd2d1db5f664f1eb36d0d97baba4f18|4
PubMed: 30571387|J Am Heart Assoc 2018|refers to|afd2d1db5f664f1eb36d0d97baba4f18|4
Beckman JA, Duncan MS, Alcorn CW, et al.|Association of human immunodeficiency virus infection and risk of peripheral artery disease|authored by|afd2d1db5f664f1eb36d0d97baba4f18|4
Circulation 2018|Beckman JA, Duncan MS, Alcorn CW, et al.|citation in|afd2d1db5f664f1eb36d0d97baba4f18|4
PubMed: 29535090|Circulation 2018|refers to|afd2d1db5f664f1eb36d0d97baba4f18|4
cardiovascular diseases|HIV/AIDS patient cohort in Taiwan|Incidence of cardiovascular diseases in a nationwide HIV/AIDS patient cohort|4b608810b5274cf6ae545393c4691bbd|4
sudden cardiac death|patients living with heart failure and human immunodeficiency virus|The risk for sudden cardiac death among patients living with heart failure and human immunodeficiency virus|4b608810b5274cf6ae545393c4691bbd|4
HIV infection|acute myocardial infarction|is associated with|dcee105344a1486ba581d0c23f906f1b|4
human immunodeficiency virus-infected individuals|myocardial infarction|are at risk of developing|dcee105344a1486ba581d0c23f906f1b|4
human immunodeficiency virus infection|heart disease risks|is related to|dcee105344a1486ba581d0c23f906f1b|4
HIV infection|cardiovascular disease risk factor profile|and risk for acute myocardial infarction|1fe5c0ed511a4ee89b0ae36c2efb1558|4
HIV infection|stroke|in human immunodeficiency virus-infected|1fe5c0ed511a4ee89b0ae36c2efb1558|4
systematic review|J Stroke Cerebrovasc Dis|is published in|0f091e71e6e0458e807e389c5d4e08a0|4
individuals in sub-Saharan Africa (SSA)|systematic review|is the topic of the systematic review|0f091e71e6e0458e807e389c5d4e08a0|4
sub-Saharan Africa (SSA)|peripheral artery disease|related to individuals in sub-Saharan Africa (SSA)|0f091e71e6e0458e807e389c5d4e08a0|4
J Stroke Cerebrovasc Dis 2018|27: 1828–36|is the publication of|0f091e71e6e0458e807e389c5d4e08a0|4
A concept from extracted ontology|J Stroke Cerebrovasc Dis 2018|is a source of information|0f091e71e6e0458e807e389c5d4e08a0|4
Cedarbaum E, Ma Y , Scherzer R, et al.|Contributions of HIV , hepatitis C virus, and traditional vascular risk factors to peripheral artery disease in women|authored the paper|0f091e71e6e0458e807e389c5d4e08a0|4
A concept from extracted ontology|AIDS 2019; 33: 2025–33|is a source of information|0f091e71e6e0458e807e389c5d4e08a0|4
Cedarbaum E, Ma Y , Scherzer R, et al.|AIDS 2019; 33: 2025–33|authored the paper|0f091e71e6e0458e807e389c5d4e08a0|4
Kamdem F, Mapoure Y , Hamadou B, et al.|Prevalence and risk factors of peripheral artery disease|authored the paper|0f091e71e6e0458e807e389c5d4e08a0|4
Vasc Health Risk|black Africans with HIV infection|study on|453fa797a8ed47f69813a01e82dec2a1|4
Hospital-based study|Vasc Health Risk|is a type of|453fa797a8ed47f69813a01e82dec2a1|4
Cross-sectional|study|type of study|453fa797a8ed47f69813a01e82dec2a1|4
Black Africans with HIV infection|Population|is the population for the study|453fa797a8ed47f69813a01e82dec2a1|4
Cardiovascular risk|Subclinical marker|is a subclinical marker of|453fa797a8ed47f69813a01e82dec2a1|4
Ankle brachial index|Subclinical marker|is an example of|453fa797a8ed47f69813a01e82dec2a1|4
Rural African population|Study|is the study on|453fa797a8ed47f69813a01e82dec2a1|4
Distribution|Study|is the main focus of the study|453fa797a8ed47f69813a01e82dec2a1|4
HIV-associated cardiomyopathy|causes|Lumsden RH, Bloomfield GS. The causes of HIV-associated cardiomyopathy: a tale of two worlds.|721c39ca0f444047a4f91d5d285b1dcc|4
older adults with multiple co-morbidities in rural South Africa|Cardiometabolic risk|Gaziano TA, Abrahams-Gessel S, Gomez-Olive FX, et al. Cardiometabolic risk in a population of older adults with multiple co-morbidities in rural South Africa: the HAALSI (health and aging in Africa: longitudinal studies of INDEPTH communities) study.|721c39ca0f444047a4f91d5d285b1dcc|4
isolated right heart failure|women|in women from western Kenya|1cad1339b0fc4f088bf679d6e99876ae|4
HIV|noncommunicable cardiovascular and pulmonary diseases|in low- and middle-income countries in the ART era|1cad1339b0fc4f088bf679d6e99876ae|4
Markers of inflammation, coagulation, and renal function|HIV infection|are elevated in adults with|05ad60268a3b4b09be9fd9b7af40d9c3|4
Acquired immunodeficiency syndrome|Cardiac involvement|in the acquired immunodeficiency syndrome:|05ad60268a3b4b09be9fd9b7af40d9c3|4
Studio Cardiologico|pazienti affetti da AIDS|are related to each other in one sentence|df93d84874f54c86ad985201874e4518|4
AIDS Res Hum Retroviruses|Studio Cardiologico|are mentioned in the same citation|df93d84874f54c86ad985201874e4518|4
AIDS Investigators|pazienti affetti da AIDS|are related to each other in one sentence|df93d84874f54c86ad985201874e4518|4
CD4+ T cell depletion|HIV disease|are discussed together in the same context|df93d84874f54c86ad985201874e4518|4
gastrointestinal tract|CD4+ T cell depletion|are related to each other in one sentence|df93d84874f54c86ad985201874e4518|4
J Exp Med|Brenchley JM|are mentioned in the same citation|df93d84874f54c86ad985201874e4518|4
2004|CD4+ T cell depletion|are related to each other in one sentence|df93d84874f54c86ad985201874e4518|4
759|Brenchley JM|are related to each other in one sentence|df93d84874f54c86ad985201874e4518|4
Cardiol 1990; 66: 203–06|[PubMed: 2371952]|is cited in|2c115433022c41c09dd92d5cbe7cee39|4
Brenchley JM, Price DA, Schacker TW, et al. Microbial translocation is a cause of systemic immune activation in chronic HIV infection.|Nat Med 2006; 12: 1365–71|is published in|2c115433022c41c09dd92d5cbe7cee39|4
So-Armah et al. Page 15|Lancet HIV|is published in|2c115433022c41c09dd92d5cbe7cee39|4
Author manuscript; available in PMC 2022 August 03.|PMC 2022 August 03|is related to|2c115433022c41c09dd92d5cbe7cee39|4
HIV-infected brain|improve ischemic stroke outcome|Targeting|f2a1bc623b984999b1c9fd073b4e24bc|4
macrophages|eradication|barrier|f2a1bc623b984999b1c9fd073b4e24bc|4
associated vasculopathy|etiology of stroke|cause and effect|3ad40ede319c4f1b987d7a3bc6bffe2c|4
J Infect Dis|2017; 216: 545–53|publication details|3ad40ede319c4f1b987d7a3bc6bffe2c|4
PubMed|28931222|reference|3ad40ede319c4f1b987d7a3bc6bffe2c|4
El-Sadr WM|Lundgren J|coauthors|3ad40ede319c4f1b987d7a3bc6bffe2c|4
CD4+ count-guided interruption of antiretroviral treatment|N Engl J Med 2006; 355: 2283–96|publication details|3ad40ede319c4f1b987d7a3bc6bffe2c|4
PubMed|17135583|reference|3ad40ede319c4f1b987d7a3bc6bffe2c|4
Worm SW|Sabin C|coauthors|3ad40ede319c4f1b987d7a3bc6bffe2c|4
Weber R|data|researchers|3ad40ede319c4f1b987d7a3bc6bffe2c|4
study|adverse events|the study investigates adverse events|da36cde196c642bba37885746729c907|4
study|anti-HIV drugs|the study is on the adverse effects of anti-HIV drugs|da36cde196c642bba37885746729c907|4
ritonavir-boosted protease inhibitor|dolutegravir-based regimen|switching from ritonavir to dolutegravir for HIV maintenance|da36cde196c642bba37885746729c907|4
ritonavir-boosted protease inhibitor|high cardiovascular risk|the switch is due to patients with high cardiovascular risk|da36cde196c642bba37885746729c907|4
cardiovascular disease|protease|use of contemporary protease and cardiovascular disease|da36cde196c642bba37885746729c907|4
D:A:D international prospective multicohort study|Lancet HIV 2018|Published|c8dfdb73e0814183bdfd22f876555f6e|4
Solomon D|Cardiovascular disease in women living with HIV|Narrative review|c8dfdb73e0814183bdfd22f876555f6e|4
Maturitas 2018|58–70|Page range|c8dfdb73e0814183bdfd22f876555f6e|4
Bourgi K|Greater weight gain in treatment naïve persons starting dolutegravir-based antiretroviral therapy|Clin Infect Dis 2019|c8dfdb73e0814183bdfd22f876555f6e|4
ciz407|Publication|Citation|c8dfdb73e0814183bdfd22f876555f6e|4
HIV-infected veterans|antiretroviral therapy|initiating|0141da30c9e94147ab49f3b349ca953b|4
HIV-infected veterans|uninfected individuals|comparison|0141da30c9e94147ab49f3b349ca953b|4
Polypharmacy|aging HIV-infected population|risk of antiretroviral drug interactions|0141da30c9e94147ab49f3b349ca953b|4
HIV and AIDS|Drugs and cardiotoxicity|are related in the context of 44. Fantoni M, Autore C, Del Borgo C.|7ec4d968120442c187c6cfaef240c791|4
HIV infection|Atherosclerotic process|is mentioned together in the context of Sun D, Wu Y , Yuan Y , Wang Y , Liu W, Yang J.|7ec4d968120442c187c6cfaef240c791|4
Antiretroviral therapy|Atherosclerotic process|are related concepts in the context of Sun D, Wu Y , Yuan Y , Wang Y , Liu W, Yang J.|7ec4d968120442c187c6cfaef240c791|4
Protease inhibitor exposure|Atherosclerotic process|are related concepts in the context of Sun D, Wu Y , Yuan Y , Wang Y , Liu W, Yang J.|7ec4d968120442c187c6cfaef240c791|4
PubMed: 31796103|EVERLAST study|is a paper discussing the protocol for|07d4b78a64d74e6bbe189d110cac57c2|4
Sarfo FS, Nichols M, Gebregziabher M, et al.|Evaluation of vascular event risk while on long-term anti-retroviral suppressive therapy|is a list of authors for the study|07d4b78a64d74e6bbe189d110cac57c2|4
eNeurologicalSci 2019; 15: 100189|Publication Journal and Volume|is a publication information for the paper|07d4b78a64d74e6bbe189d110cac57c2|4
PubMed: 31011634|Nonterah EA, Boua PR, Klipstein-Grobusch K, et al.|is a paper discussing the findings|07d4b78a64d74e6bbe189d110cac57c2|4
Sub-Saharan Africa|Population and geographic location|is where the study is conducted|07d4b78a64d74e6bbe189d110cac57c2|4
HIV|Classical cardiovascular risk factors|are associated with carotid intima-media thickness in adults from Sub-Saharan Africa|07d4b78a64d74e6bbe189d110cac57c2|4
H3Africa AWI-Gen study|J Am Heart Assoc|is published in|24ccb2868e144c43a91833c60dc07f1c|4
So-Armah et al.|H3Africa AWI-Gen study|authored|24ccb2868e144c43a91833c60dc07f1c|4
Lancet HIV|Author manuscript|is published in|24ccb2868e144c43a91833c60dc07f1c|4
PMC|Author Manuscript|available at|24ccb2868e144c43a91833c60dc07f1c|4
FIB-4 stage of liver fibrosis|incident heart failure|predicts|f4091a11f3ff47b0b7d189a7cf838e6e|4
HIV-infected patients|uninfected patients|among|f4091a11f3ff47b0b7d189a7cf838e6e|4
alcohol consumption|antiretroviral therapy and survival|influence on|f4091a11f3ff47b0b7d189a7cf838e6e|4
depressive disorders|incident|association between|f4091a11f3ff47b0b7d189a7cf838e6e|4
acute myocardial infarction|human immunodeficiency virus–infected adults|affected in|c086aebbf0fd41939394b10c18db228f|4
veterans aging cohort study|JAMA Cardiol 2016|published in|c086aebbf0fd41939394b10c18db228f|4
White JR|human immunodeficiency virus infection|study by|c086aebbf0fd41939394b10c18db228f|4
chronic|myocardial infarction|risk of|c086aebbf0fd41939394b10c18db228f|4
hepatitis C virus infection|population-based cohort study|is a subject of|5a3c59fd37e54289a2fe66912459d721|4
hepatitis C virus infection|J Viral Hepat 2012|is published in|5a3c59fd37e54289a2fe66912459d721|4
hepatitis C virus infection|22404725|has this PubMed ID|5a3c59fd37e54289a2fe66912459d721|4
Wang H, Peng G, Bai J, et al.|cytomegalovirus infection|study is about|5a3c59fd37e54289a2fe66912459d721|4
cytomegalovirus infection|cardiovascular disease (ischaemic heart disease, stroke, and cardiovascular death)|is related to|5a3c59fd37e54289a2fe66912459d721|4
Wang H, Peng G, Bai J, et al.|meta-analysis of prospective studies up to 2016|conducting the research|5a3c59fd37e54289a2fe66912459d721|4
Wang H, Peng G, Bai J, et al.|J Am Heart Assoc 2017|published in|5a3c59fd37e54289a2fe66912459d721|4
Wang H, Peng G, Bai J, et al.|28684641|has this PubMed ID|5a3c59fd37e54289a2fe66912459d721|4
Lee SA, Sinclair E, Hatano H, et al.|impact of HIV on CD8+ T cell CD57 expression|study is about|5a3c59fd37e54289a2fe66912459d721|4
CMV and aging|PLoS One 2014; 9: e89444|mentioned in the same sentence|8e3803007c4c4f59a57bc1cf9831d7e6|4
aspirin for primary prevention of cardiovascular disease|HIV-infected patients|research topic discussed in the context|8e3803007c4c4f59a57bc1cf9831d7e6|4
underutilization of aspirin|cardiovascular disease|research topic discussed in the context|8e3803007c4c4f59a57bc1cf9831d7e6|4
HIV-infected patients|Burkholder GA, Tamhane AR, Salinas JL, et al.|authors of research paper|8e3803007c4c4f59a57bc1cf9831d7e6|4
aspirin for primary prevention of cardiovascular disease|Clin Infect Dis 2012; 55: 1550–57.|research published in|8e3803007c4c4f59a57bc1cf9831d7e6|4
PubMed: 22942209|Burkholder GA, Tamhane AR, Salinas JL, et al.|research citation|8e3803007c4c4f59a57bc1cf9831d7e6|4
aspirin for primary prevention of cardiovascular disease|HIV-infected patients|research topic discussed in the context|8e3803007c4c4f59a57bc1cf9831d7e6|4
in-hospital mortality from acute myocardial infarction|HIV sero-positive versus sero-negative individuals|research topic discussed in the context|8e3803007c4c4f59a57bc1cf9831d7e6|4
Am J Cardiol 2012;|Pearce D, Ani C, Espinosa-Silva Y , et al.|research published in|8e3803007c4c4f59a57bc1cf9831d7e6|4
PubMed: 22942209|Pearce D, Ani C, Espinosa-Silva Y , et al.|research citation|8e3803007c4c4f59a57bc1cf9831d7e6|4
Cardiovascular disease risk prediction|American College of Cardiology (ACC)/American Heart Association (AHA) atherosclerotic cardiovascular disease (ASCVD) risk score|is used for|55cb666f3bb649b3a03b8be84e15fa9d|4
Cardiovascular disease risk prediction|HIV-infected patients in sub-Saharan Africa|applied among|55cb666f3bb649b3a03b8be84e15fa9d|4
Cardiovascular disease risk prediction|PLoS One 2017; 12: e0172897|published in|55cb666f3bb649b3a03b8be84e15fa9d|4
The association|HIV|between|55cb666f3bb649b3a03b8be84e15fa9d|4
The association|atherosclerotic|and|55cb666f3bb649b3a03b8be84e15fa9d|4
cardiovascular disease|sub-Saharan Africa|location|3531c20bf67a4e64a8a5009bcf17fc54|4
systematic review|BMC Public Health|source|3531c20bf67a4e64a8a5009bcf17fc54|4
Prediction model of global risk|cardiovascular disease in HIV-positive persons|concept|3531c20bf67a4e64a8a5009bcf17fc54|4
data-collection on adverse effects of anti-HIV drugs|study|context|3531c20bf67a4e64a8a5009bcf17fc54|4
cardiovascular disease in HIV-positive persons|global risk prediction model|focus|3531c20bf67a4e64a8a5009bcf17fc54|4
European Journal of Preventive Cardiology|publication|reference|3531c20bf67a4e64a8a5009bcf17fc54|4
cardiovascular disease|people living with HIV|associated with|a75c15f1e1c94239bdaab70e7335c592|4
American Heart Association|Circulation|published in|a75c15f1e1c94239bdaab70e7335c592|4
Kenya national guidelines for cardiovascular diseases management|Ministry of Health|from|a75c15f1e1c94239bdaab70e7335c592|4
cardiovascular disease|African dyslipidaemia guideline consensus statement|related to|a75c15f1e1c94239bdaab70e7335c592|4
South African Heart Association (SA Heart)|Lipid and Atherosclerosis Society of Southern Africa (LASSA)|joint statement|be685c6bf8b34cb4ba733f0d03418eb8|4
Department of Health Republic of South Africa|National consolidated guidelines for the prevention of mother-to-child transmission of HIV (PMTCT) and the management of HIV in children, adolescents and adults|issued by|be685c6bf8b34cb4ba733f0d03418eb8|4
Department of Health Republic of South Africa|South African Heart Association (SA Heart)|related entity|be685c6bf8b34cb4ba733f0d03418eb8|4
Department of Health Republic of South Africa|Lipid and Atherosclerosis Society of Southern Africa (LASSA)|related entity|be685c6bf8b34cb4ba733f0d03418eb8|4
British HIV Association|BHIV A guidelines for the routine investigation and monitoring of adult HIV-1-positive individuals (2019 interim update). 2019|published by|59809bb1bd66461a9dbf6931bb250b12|4
